NAME,URL,INTELLIGENCE,STRENGTH,SPEED,DURABILITY,POWER,COMBAT,FULL_NAME,ALTER_EGOS,ALIASES,PLACE_OF_BIRTH,FIRST_APPEARANCE,CREATOR,ALIGNMENT,GENDER,RACE,HEIGHT,WEIGHT,EYE_COLOR,HAIR_COLOR,OCCUPATION,BASE,TEAM_AFFILIATION,RELATIVES,SKIN_COLOR,TOTAL_POWER
Spider-Woman III,/spider-woman-iii/10-482/,80,50,30,45,60,30,Martha Franklin,No alter egos found.,-,"Rochester, New York",(cameo) Spectacular Spider-Man #263 (1998); (full) Amazing Spider-Man #441 (1998),Marvel Comics,good,Female,-,5'8 : 173 cm,123 lb : 55 kg,Brown,Brown,-,-,"The Spider Society, The Spider Society","Jeremy Franklin (father, deceased), Bernice Franklin (mother, deceased), J. Jonah Jameson (foster father), Marla Madison (foster mother)",,295
Spider-Woman IV,/spider-woman-iv/10-883/,,,,,,,Charlotte Witter,No alter egos found.,Spider-Woman,-,Amazing Spider-Man Volume 2 #5 (# 446),Marvel Comics,bad,Female,-,5'10 : 178 cm,128 lb : 58 kg,Red,White,"Fashion designer, professional criminal",New York City,No team connections added yet.,"Cassandra Webb (aka Madame Web, grandmother)",,0
Spock,/spock/10-10566/,95,20,20,40,60,40,-,No alter egos found.,-,-,Star Trek S01E01: The Man Trap,Star Trek,good,Male,Human-Vulcan,6'1 : 185 cm,180 lb : 81 kg,Brown,Black,-,-,"Federation, Starfleet",-,,275
Spyke,/spyke/10-1455/,80,15,20,60,50,30,Evan Daniels,No alter egos found.,"Porcupine, Armadillo",-,"""Speed & Spyke"" (December 9, 2000)",Marvel Comics,good,Male,Mutant,6'0 : 183 cm,185 lb : 83 kg,Brown,Blond,-,-,No team connections added yet.,"Mr. Daniels (father), Vivian Munroe-Daniels (mother), Storm (maternal aunt)",,255
Stacy X,/stacy-x/10-485/,,,,,,,-,No alter egos found.,-,-,-,Marvel Comics,good,Female,-,- : 0 cm,- lb : 0 kg,-,-,-,-,X-Men,-,,0
Star-Lord,/star-lord/10-10015/,85,20,35,50,25,70,Peter Jason Quill,No alter egos found.,Starlord,-,"Marvel Preview #4 (January, 1976)",Marvel Comics,good,Male,Human-Spartoi,6'2 : 188 cm,175 lb : 79 kg,Blue,Blond,Adventurer; Royal Prince of Spartax,"C.I.T.T.; formerly Kree space; Hala, Daedalus 5","Guardians of the Galaxy (Leader), Marvel Knights, Gods","Eson (grandfather, deceased), Gareth (great-uncle, deceased), Jason of Sparta (father), Meredith Quill (mother, deceased), Victoria (half-sister), Kip Holm (adopted brother), Sandy (adopted sister in-law), Alain (adopted niece), Rhys, Robyn (adopted nephews), Kitty Pryde (fiance), Unnamed former Symbiote",,285
Stardust,/stardust/10-1052/,95,85,100,100,100,85,-,No alter egos found.,Entity Lambda-Zero,-,-,Marvel Comics,good,Male,-,- : 0 cm,- lb : 0 kg,-,-,Herald of Galactus,-,No team connections added yet.,-,,565
Starfire,/starfire/10-786/,80,80,35,85,60,70,Koriand'r,No alter egos found.,"Princess Koriand'r, Kory Anders, Nova",Tamaran,"DC Comics Presents #26 (October, 1980)",DC Comics,good,Female,Tamaranean,6'4 : 193 cm,158 lb : 71 kg,Green,Auburn,Model,"Formerly Titans Island, New York City; Titans Tower, San Francisco","Teen Titans, New Teen Titans, Formerly: Justice League, Outlaws","King Myand'r (father), Queen Luand'r (mother), Queen Komand'r (sister, Blackfire), Ryand'r (brother), Prince Karras (husband, deceased), Ph'yzzon (husband, deceased)",Orange,410
Stargirl,/stargirl/10-1326/,85,80,50,90,90,70,Courtney Whitmore,No alter egos found.,"Star-Spangled Kid, Star, Stars","Beverly Hills, California",Stars and S.T.R.I.P.E. #0,DC Comics,good,Female,Human,5'5 : 165 cm,137 lb : 62 kg,Blue,Blond,-,"Manhattan, New York City; Formerly Beverly Hills, California; later Blue Valley, Nebraska; later Metropolis","Justice Society of America, Formerly: Justice Legion Alpha","Barbara Whitmore-Dugan (mother); Sam Kurtis (father, deceased); Pat Dugan (S.T.R.I.P.E., Stepfather); Mike Dugan (stepbrother); Patricia Dugan (sister)",,465
Static,/static/10-1471/,85,10,45,50,90,40,Virgil Ovid Hawkins,No alter egos found.,"Sparky, Virg, V, V-Man","Paris Island, Dakota City","Static #1 (June, 1993)",DC Comics,good,Male,Mutant,5'7 : 170 cm,140 lb : 63 kg,Brown,Black,Student,"Titans Tower, formerly Abandoned Gas Station of Solitude, Dakota City","Shadow Cabinet, Formerly: Justice League","Robert Hawkins (father), Jean Hawkins (mother), Sharon Hawkins (sister), Homer Hawkins (grandfather), Teshom� Hawkins (uncle, deceased),",,320
Steel,/steel/10-1383/,95,85,55,90,65,65,John Henry Irons,No alter egos found.,"Man of Steel, Henry Johnson","Washington, D.C.",Adventures of Superman #500 (1993),DC Comics,good,Male,Human,6'7 : 201 cm,290 lb : 131 kg,Brown,No Hair,"Weapons designer, former steelworker","Steelworks, Metropolis; formerly Jersey City and Washington D.C.",No team connections added yet.,"Mrs. Irons (mother, deceased), Mr. Irons (father, deceased), Maternal Grandmother (deceased), maternal grandfather (deceased), Butter (grandfather), Bess (grandmother, deceased), Clay Irons (brother), Jemahl Irons (nephew), Blondell Irons (sister-in-law), Natasha Irons (Starlight, niece), Paco (nephew), Tyke (former foster nephew)",,455
Stephanie Powell,/stephanie-powell/10-1355/,85,10,55,10,25,10,Stephanie Powell,No alter egos found.,-,-,No Ordinary Family S01E01 (2010),ABC Studios,good,Female,-,- : 0 cm,- lb : 0 kg,-,Blond,Executive Vice President of Research at Global Tech,-,No team connections added yet.,"Jim Powell (husband), Daphne Powell (daughter), JJ Powell (son)",,195
Steppenwolf,/steppenwolf/10-10653/,100,100,85,100,100,100,-,No alter egos found.,Steppenwulf,-,The New Gods #7,DC Comics,bad,Male,New God,6'0 : 183 cm,203 lb : 91 kg,Red,Black,-,-,New Gods of Apokolips,-,White,585
Storm,/storm/10-135/,90,10,50,30,90,75,Ororo Munroe,Storm (FOX),"Ororo Iqadi T'Challa, Queen Ororo, Ororo Komo Wakandas,White Queen, Weather Witch, Windrider, Goddess, Mistress of the Elements, Princess of N'Dare, High Priestess Windrider, Goddess, Mistress of the Elements, Princess of N'Dare, High Priestess","New York, New York","Giant-Size X-Men #1 (May, 1975)",Marvel Comics,good,Female,Mutant,5'11 : 180 cm,127 lb : 57 kg,Blue,White,Adventurer,"Xavier Institute, Salem Center, Westchester County, New York State","X-Men (Leader), Morlocks (Leader), Neo-Knights, Ultimate X-Men, Cerebro's X-Men, Formerly: Fantastic Four","Ayesha of Balobedu (ancestor), Ashake of Egypt (ancestor), Ashake of Mero� (ancestor), unnamed ancestor, Harriet Munroe (paternal grandmother), unnamed paternal grandfather, unnamed maternal grandmother, David Munroe (father, deceased), N'Dar� Munroe (mother, deceased), Ainet (unofficial foster mother), Achmed El Gib�r (unofficial foster father), Colonel Shetani (maternal uncle), unnamed paternal aunt (deceased), David Munroe, Jr. (cousin), Munroe Family (relatives), Black Panther (T'Challa) (ex-husband, marriage annulled)",,345
Stormtrooper,/stormtrooper/10-10539/,60,10,10,15,5,20,-,No alter egos found.,-,-,Star Wars: Episode IV - A New Hope (1977),George Lucas,bad,Male,Human,6'0 : 183 cm,- lb : 0 kg,-,-,-,-,Galactic Empire,-,,120
Sunspot,/sunspot/10-138/,85,65,35,25,90,70,Roberto DaCosta,No alter egos found.,"Robert DaCosta, Bobby; Black Rook, Black King, Reignfire","Rio de Janeiro, Brazil","Marvel Graphic Novel #4 (October, 1982)",Marvel Comics,good,Male,Mutant,5'8 : 173 cm,170 lb : 77 kg,brown,black,"Adventurer, businessman","1128 Mission Street, San Francisco, California","Formerly: Young X-Men, X-Force, X-Men, New Mutants","Emmanuel da Costa (father, deceased), Nina da Costa (mother), Reignfire (genetic copy, deceased)",,370
Superboy,/superboy/10-789/,90,95,85,90,95,60,Kon-El / Conner Kent,No alter egos found.,"Experiment 13; Superman; Project: Superman; Carl Krummett; Project: Lionel Luthor; The Metropolis Kid, Superman",Project Cadmus cloning facility,"Adventures of Superman #500 (June, 1993)",DC Comics,good,Male,-,5'7 : 170 cm,150 lb : 68 kg,Blue,Black,-,San Francisco; Smallville; Formerly Metropolis; Formerly Honolulu,"Teen Titans West, Formerly: Young Justice, Teen Titans","Superman (Kryptonian genetic template), Lex Luthor (Human genetic template), Match (clone)",,515
Superboy-Prime,/superboy-prime/10-1535/,100,100,100,100,100,85,Kal-El,"Clark Kent (Smallville), Parallax, Superman, Superman (DCEU), Superman (Donner), Superman (Injustice), Superman (Smallville), Superman (Worthy), Superman Doomed (Brainiac), Superman Prime One-Million, Superman Red",Superman-Prime; Prime; Superboy; Clark Kent; Clarkie; Time Trapper,Krypton (Earth-Prime),DC Comics Presents #87,DC Comics,bad,Male,Kryptonian,5'11 : 180 cm,170 lb : 77 kg,Blue,Black / Blue,-,"currently a recreation of Earth-Prime, formerly Qward, Anti-Matter Universe.","Teen Titans, Formerly: Red Lantern Corps, Sinestro Corps","Jor-El (father; deceased); Lara (mother, deceased); Jerry Kent (adoptive father); Naomi Kent (adoptive mother)",,585
Supergirl,/supergirl/10-790/,100,100,100,100,100,75,Kara Zor-El,"Red Lantern, Supergirl (Cosmic Adventures), Supergirl (CW), Supergirl (New 52)","Linda Lang, Kara-El, Kara Kent, Flamebird, Trinity Child, Teen of Tomorrow, The Girl of Steel, The Maid of Might, The Princess of Power, Mighty Maid, Claire Connors, Bluebird","Argo City, Krypton","Superman/Batman #8 (May, 2004)",DC Comics,good,Female,Kryptonian,5'5 : 165 cm,120 lb : 54 kg,Blue,Blond,"Intern, Adventurer, Student, Crime-Fighter",Metropolis,"Justice Legion Alpha (Leader), Teen Titans, Formerly: Legion of Super-Heroes, Justice League, Red Lantern Corps","Zor-El (father), Allura In-Ze (mother), Jor-El II (uncle, deceased), Lara Lor-Van (aunt, deceased), Kal-El (Superman,Clark Kent, cousin), Lois Lane (cousin-in-law), Jonathan Kent (adopted uncle), Martha Kent (adopted aunt), Kon-El (Superboy, Conner Kent, clone cousin, deceased), Nim-El (uncle), Dondra Klu-Ta (aunt), Don-El (cousin), Jor-El I (praternal grandfather, deceased), Nimda An-Dor (paternal grandmother, deceased), Lar-Van (maternal grandfather, deceased), Lara Rok-Var (maternal grandmother, deceased), Val-El, Sul-El, Tala-El, Hatu-El, Gam-El (ancestors, deceased)",,575
Superman,/superman/10-791/,100,100,100,100,100,85,Clark Joseph Kent (Kal-El),"Clark Kent (Smallville), Parallax, Superboy-Prime, Superman (DCEU), Superman (Donner), Superman (Injustice), Superman (Smallville), Superman (Worthy), Superman Doomed (Brainiac), Superman Prime One-Million, Superman Red","Clark Kent, The Man of Steel, the Man of Tomorrow, the Last Son of Krypton, Big Blue, the Metropolis Marvel, the Action Ace",Krypton,ACTION COMICS #1,DC Comics,good,Male,Kryptonian,6'3 : 191 cm,225 lb : 101 kg,Blue,Black,Reporter for the Daily Planet and novelist,Metropolis,"Justice League Elite (Leader), Superfriends (Leader), Justice Legion Alpha, Time Masters, Formerly: Black Lantern Corps, Legion of Super-Heroes, Justice League, Justice League of America, Justice League Antarctica","Lois Lane (wife), Jor-El (father, deceased), Lara (mother, deceased), Jonathan Kent (adoptive father), Martha Kent (adoptive mother), Seyg-El (paternal grandfather, deceased), Zor-El (uncle, deceased), Alura (aunt, deceased), Supergirl (Kara Zor-El, cousin), Superboy (Kon-El/Conner Kent, partial clone)",,585
Surtur,/surtur/10-10908/,95,100,60,100,100,80,-,Surtur (MCU),"Surt, Surtr, Surtur the Fire Giant, The Flame Giant, God of Fire, God of Flame",-,"Journey into Mystery #97 (October, 1963)",Marvel Comics,bad,Male,God / Eternal,1000 : 304.8 meters,- lb : 0 kg,Yellow,Red,Monarch of Muspelheim,Muspelheim,Demons,-,Red,535
Swamp Thing,/swamp-thing/10-792/,95,95,25,100,100,55,Alec Holland,No alter egos found.,"Green Man, Swampy, the Weed, Le Bon Gumbo, Smalsh-Yegger (on Rann)",-,"Swamp Thing #1 (November, 1972)",DC Comics,bad,Male,God / Eternal,- : 0 cm,- lb : 0 kg,Red,No Hair,"Planet Elemental, former Biochemist",-,No team connections added yet.,"Larry Holland (father, deceased); Alice Holland (mother, deceased); Edward Holland (brother); Linda Holland (first wife, deceased); Abigail Holland (second wife); Tef� Holland (daughter); Gregori Arcane (father-in-law, deceased)",Green,470
Swarm,/swarm/10-10428/,90,20,50,90,40,35,Fritz von Meyer,No alter egos found.,-,-,"Champions #14 (July, 1977)",Marvel Comics,bad,Male,Mutant,6'5 : 196 cm,104 lb : 47 kg,Yellow,No Hair,Ph.D. in toxicology & entomology,Formerly South Africa,No team connections added yet.,-,Yellow,325
Sylar,/sylar/10-953/,90,10,15,25,85,85,Gabriel Gray,No alter egos found.,"Gabriel Sylar, Drew O'Grady, Dr. Suresh, Zane Taylor, Isaac Mendez",-,-,NBC - Heroes,bad,Male,-,- : 0 cm,- lb : 0 kg,-,-,Timepiece restorer,"New York, NY",No team connections added yet.,Virginia Gray (mother),,310
Synch,/synch/10-175/,90,70,25,30,75,60,Everett Thomas,No alter egos found.,-,-,X-Men #36 (1994),Marvel Comics,good,Male,-,5'11 : 180 cm,165 lb : 74 kg,Brown,Black,Student,Massachusetts Academy,Generation X,"Stan Thomas (father), Ida Thomas (mother), Kim Ho Twae (adopted sister)",,350
T-1000,/t-1000/10-10411/,90,35,35,100,100,75,Cyberdyne Systems Series 1000 Terminator,No alter egos found.,"T-1001, T-1002",-,Terminator 2: Judgment Day,Dark Horse Comics,bad,Male,Android,6'0 : 183 cm,325 lb : 146 kg,-,-,-,-,Skynet,-,Silver,435
T-800,/t-800/10-10409/,90,35,20,60,75,65,Cyberdyne Systems Series 800 Terminator Model 101,No alter egos found.,Terminator,-,The Terminator (1984),Dark Horse Comics,bad,Male,Cyborg,- : 0 cm,390 lb : 176 kg,Red,-,Assassin,-,Skynet,-,,345
T-850,/t-850/10-10410/,90,80,25,90,85,75,Cyberdyne Systems Series 850 Terminator,No alter egos found.,Terminator,-,Terminator 3: Rise of the Machines (2003),Dark Horse Comics,bad,Male,Cyborg,- : 0 cm,440 lb : 198 kg,Red,-,Assassin,-,Skynet,-,,445
T-X,/t-x/10-10412/,90,65,30,85,100,80,Cyberdyne Systems Series X Terminator,No alter egos found.,-,-,-,Dark Horse Comics,bad,Female,Cyborg,- : 0 cm,330 lb : 149 kg,-,-,Assassin / Genesis Overseer,-,Skynet,-,Silver,450
Taskmaster,/taskmaster/10-21/,90,15,50,20,65,100,-,No alter egos found.,-,-,Avengers #195,Marvel Comics,bad,Male,Human,6'2 : 188 cm,220 lb : 99 kg,Brown,Brown,"Sheriff, Assassin, Mercenary; formerly Military Trainer, Combat Instructor, Head of Initiative training camp","Bagalia; A.I.M Island, Taskmaster's Academy","The FIRM, Agency X, New Enforcers, Superiour Six, Sinister Seven, Secret Empire","Mercedes Merced (wife), Jeanne Foucault (Finesse, alleged daughter)",,340
Tempest,/tempest/10-1407/,75,10,45,30,70,60,Angel Salvadore Bohusk,Angel Salvadore,-,-,"New X-Men #118 (November, 2001)",Marvel Comics,good,Female,-,5'4 : 163 cm,121 lb : 54 kg,Brown,Black,-,-,"Imperial Guard, Avengers Resistance, Formerly: New Warriors",Tito Bohusk (son); Axel Bohusk (son); Kara Bohusk (daughter); three other unidentified children;,,290
Thanos,/thanos/10-1305/,100,100,35,100,100,80,Thanos,"King Thanos, Poison Thanos, Thanos (Cancerverse), Thanos (Cosmic Cube), Thanos (Heart Of The Universe), Thanos (Infinity Gauntlet MCU), Thanos (Infinity Gauntlet), Thanos (MCU), Zombie Thanos","The Mad Titan, Masterlord, The Overmaster, Chins",Titan,Iron Man #55,Marvel Comics,bad,Male,Eternal,6'7 : 201 cm,985 lb : 443 kg,Red,No Hair,"Conqueror, worshiper of Death","Mobile, formerly Sanctuary II, Titan","Masters of Evil (Leader), Gods, Titans, Formerly: Infinity Watch, Defenders","A'Lars (father): Sui-San (mother, deceased; Eros (brother);Kronos (paternal Grandfather, deceased); Daina (paternal grandmother, deceased); Zuras (uncle, deceased); Thena (cousin); Gamora (foster daughter);Nebula (alleged granddaughter); Rot (""child"" by Death);",Purple,515
Thanos (Infinity Gauntlet),/thanos-infinity-gauntlet/10-12559/,100,100,35,100,100,80,-,"King Thanos, Poison Thanos, Thanos, Thanos (Cancerverse), Thanos (Cosmic Cube), Thanos (Heart Of The Universe), Thanos (Infinity Gauntlet MCU), Thanos (MCU), Zombie Thanos","The Mad Titan, Masterlord, The Overmaster, Chins",-,-,Marvel Comics,bad,Male,Eternal,6'7 : 201 cm,985 lb : 443 kg,Red,No Hair,-,-,No team connections added yet.,-,Purple,515
The Comedian,/the-comedian/10-1062/,85,15,20,10,15,80,Edward Morgen Blake,No alter egos found.,Eddie Blake,-,"Watchmen #1 (September, 1986)",DC Comics,neutral,Male,Human,6'2 : 188 cm,225 lb : 101 kg,Brown,Black,Former Adventurer; Government Agent,New York City,"Formerly: Watchmen, The Crimebusters",Silk Spectre (Laurel ""Laurie"" Juspeczyk) (daughter),,225
The Presence,/the-presence/10-10899/,100,100,100,100,100,100,-,No alter egos found.,"Yahweh, God, The Voice, The All Mighty, Father",-,More Fun Comics #52,DC Comics,neutral,Male,God / Eternal,- : 0 cm,- lb : 0 kg,-,-,-,-,The Presence (Leader),-,,600
Thing,/thing/10-139/,90,85,25,100,40,80,Benjamin Jacob Grimm,No alter egos found.,"Blackbeard the Pirate, Grim Ben, Dr. Josiah Verpoorteen","New York City, New York","Fantastic Four #1 (November, 1961)",Marvel Comics,good,Male,Human / Radiation,6'0 : 183 cm,500 lb : 225 kg,Blue,No Hair,"Adventurer, former Air Force test pilot","Baxter Building, New York City, New York (formerly) Four Freedoms Plaza, Pier Four;","Fantastic Four, Fantastic Five, Future Foundation, Fantastic Four Incorporated, Avengers West Coast","Daniel (father, deceased), Elsie (mother, deceased), Daniel Jr. (brother, deceased), Jacob ('Jake,' uncle), Alyce (aunt, deceased), Pentunia ('Penny,' aunt, Jacob's second wife)",,420
Thor,/thor/10-140/,85,100,85,100,100,100,Thor Odinson,"Old King Thor, Rune King Thor, Thor (GOW), Thor (MCU), Thor (Odin Force), Thor (Ultimate), Unworthy Thor","Donald Blake, Sigurd Jarlson, Jake Olsen, Donar the Mighty",Asgard,Venus #11,Marvel Comics,good,Male,Asgardian,6'6 : 198 cm,640 lb : 288 kg,Blue,Blond,King of Asgard; formerly EMS Technician; Physician,"New York, New York","Gods (Leader), S.W.O.R.D. (Leader), God Squad (Leader), Contingency (Leader), Thor Corps (Leader), Super Soldiers, The Mighty Avengers, Marvel Knights, Asgardians, Neo-Knights, Formerly: The Ultimates, Avengers","Odin (father), Gaea (mother), Frigga (step-mother), Loki (step-brother), Vidar (half-brother), Buri (paternal great-grandfather), Bolthorn (maternal great grandfather), Bor (grandfather), Bestla (grandmother), Vili (uncle), Ve (uncle), Sigyn (former sister-in-law), Hela (alleged niece), Jormungand (alleged nephew), Fernis Wolf (alleged nephew)",,570
Thor Girl,/thor-girl/10-1296/,90,85,70,85,100,70,Tarene,No alter egos found.,"Asgard Lass, the Designate, the Destroyer, Hammerette, Hammer Girl, Hammer Lass, Tara Olson, Spirit of the Jewel, the Supreme, Thoreta, Thorita, Thor Lass",-,"Thor, Volume 2, #22; (as Thor Girl) Thor, Volume 2, #33",Marvel Comics,good,Female,Asgardian,5'9 : 175 cm,317 lb : 143 kg,Blue,Blond,-,"Camp Hammond; FormerlyNew York City, Formerly Asgard",Thor Corps,-,,500
Thunderbird,/thunderbird/10-611/,80,35,30,35,15,70,John Proudstar,No alter egos found.,-,"Camp Verde, Arizona",Giant-Size X-Men #1 (1975),Marvel Comics,good,Male,-,6'1 : 185 cm,225 lb : 101 kg,Brown,Black,"Former adventurer, student, Marine","Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York",No team connections added yet.,"Unidentified grandfather (deceased), Neal Proudstar (father, deceased), Maria Proudstar (mother, deceased), James Proudstar (Warpath, brother)",,265
Thunderbird II,/thunderbird-ii/10-927/,,,,,,,James Proudstar,Warpath,-,-,-,Marvel Comics,good,Male,-,- : 0 cm,- lb : 0 kg,-,-,-,-,No team connections added yet.,-,,0
Thunderbird III,/thunderbird-iii/10-141/,,,,,,,Neal Shaara,No alter egos found.,-,Bangladesh,-,Marvel Comics,good,Male,-,5'9 : 175 cm,165 lb : 74 kg,Brown,Black,Adventurer,-,No team connections added yet.,"Sanjit (brother,deceased)",,0
Thunderstrike,/thunderstrike/10-177/,85,80,70,85,45,75,Eric Kevin Masterson,No alter egos found.,Thor,-,(as Masterson) Thor #391; (as Thor) Thor #432; (as Thunderstrike) Thunderstrike #1,Marvel Comics,good,Male,-,6'6 : 198 cm,640 lb : 288 kg,Blue,Blond,"(as Thunderstrike) Adventurer, crimefighter, (as Masterson) Architect",-,Secret Defenders,"Marcy Masterson Steele (wife, divorced), Kevin Masterson (son)",,440
Thundra,/thundra/10-508/,75,85,35,65,30,55,Thundra,No alter egos found.,-,-,"Fantastic Four #129 (December, 1972)",Marvel Comics,good,Female,-,7'2 : 218 cm,350 lb : 158 kg,Green,Red,"Ruler, warrior",Mobile; United Sisterhood Republic of North America,"Squadron Supreme, Formerly: Frightful Four","Superia (alleged ancestor), Arkon (consort) Lyra (alternate reality daughter)",,345
